Decoy,HostName,Failure Rate,New Flows,Failed Decoys
35.8.12.130,webhosting4.itservices.msu.edu,0.004285714285714286,2788,12
35.8.12.220,usysprd702a.itservices.msu.edu,0.004433497536945813,2021,9
35.9.188.100,sr.rhs.msu.edu,0.004456824512534819,1787,8
35.8.32.168,publicapps.frib.msu.edu,0.004662004662004662,2562,12
35.9.97.144,msmc-sync.glbrc.org,0.004878048780487805,1632,8
35.9.20.217,*.cse.msu.edu,0.00489853044086774,1422,7
35.9.15.150,webhosting4.itservices.msu.edu,0.0049261083743842365,2424,12
35.8.202.88,mail.asets.msu.edu,0.0050195203569436695,1784,9
35.12.130.41,*.firelab.org,0.005021520803443328,1387,7
35.8.11.3,*.proxy2.cl.msu.edu,0.005069708491761723,1570,8
35.12.4.11,vdi-a-cs.campusad.msu.edu,0.00511654349061967,1750,9
35.9.15.133,webhosting6.itservices.msu.edu,0.005154639175257732,1158,6
35.8.29.135,sip.msu.edu,0.005229517722254503,1712,9
35.8.133.141,www.accounting.broad.msu.edu,0.005256241787122208,757,4
35.9.250.38,slow.vpn.msu.edu,0.00529500756429652,1315,7
35.8.12.212,abramsplanetarium.org,0.005302226935312832,1876,10
35.8.100.233,loncapa.msu.edu,0.005329780146568954,1493,8
35.8.35.148,gateway.nscl.msu.edu,0.005351681957186544,1301,7
35.9.20.103,*.cse.msu.edu,0.005521472392638037,1621,9
35.8.100.228,s10.lite.msu.edu,0.005553351844506148,2507,14
35.8.100.230,s2.lite.msu.edu,0.005607476635514018,1596,9
35.12.4.5,vdi-a-cs.campusad.msu.edu,0.005633802816901409,1765,10
35.8.100.240,s8.lite.msu.edu,0.0056364490371066224,2117,12
35.9.102.85,ispadmin.isp.msu.edu,0.005637773079633545,1411,8
35.9.250.37,vpn.msu.edu,0.006009615384615385,1654,10
35.8.33.118,wikihost.nscl.msu.edu,0.006012024048096192,992,6
35.8.224.120,lctlvoices.clear.msu.edu,0.0061312078479460455,1621,10
35.9.170.27,campuscall.uadv.msu.edu,0.006153846153846154,1292,8
35.8.12.240,webhosting3.itservices.msu.edu,0.006156552330694811,1130,7
35.9.123.29,redcap.raind.msu.edu,0.006215469613259668,1439,9
35.8.7.175,webhosting3.itservices.msu.edu,0.006329113924050633,1727,11
35.8.7.135,www.webhosting7.itservices.msu.edu,0.006442376521116679,1388,9
35.8.12.67,cosmetic.msu.edu,0.006476683937823834,1534,10
35.8.12.113,webhosting12.itservices.msu.edu,0.006588579795021962,1357,9
35.8.12.93,webhosting4.itservices.msu.edu,0.006656426011264721,1940,13
35.8.223.35,libproxym.lib.msu.edu,0.006842619745845552,1016,7
35.8.223.41,lib.msu.edu,0.007033997655334115,1694,12
35.9.11.130,spartanarchive.msu.edu,0.007069913589945012,1264,9
35.9.123.17,webmail.bric.msu.edu,0.007124352331606218,1533,11
35.9.2.84,netfiles.msu.edu,0.007168458781362007,1108,8
35.8.12.185,webhosting11.itservices.msu.edu,0.007194244604316547,690,5
35.8.152.178,ts.prl.msu.edu,0.007308160779537149,1630,12
35.9.10.203,cms01.cascade.msu.edu,0.007328990228013029,1219,9
35.9.102.87,travelersabroad.isp.msu.edu,0.007558578987150416,1313,10
35.63.64.18,www.dis.us,0.007568590350047304,1049,8
35.8.48.62,journalofexpertise.org,0.00784313725490196,2024,16
35.9.123.18,seedteen.ctsi.msu.edu,0.008048289738430584,1479,12
35.8.223.79,as.lib.msu.edu,0.008088978766430738,1962,16
35.8.100.237,s5.lite.msu.edu,0.00823045267489712,1928,16
35.8.12.56,webhosting4.itservices.msu.edu,0.008321273516642547,2741,23
35.8.7.132,webhosting11.itservices.msu.edu,0.008349389852280027,1544,13
35.8.12.210,itastst701a.itservices.msu.edu,0.008420009905894007,2002,17
35.9.15.154,www.webhosting2.itservices.msu.edu,0.00846613545816733,1991,17
35.8.12.213,webhosting11.itservices.msu.edu,0.00851063829787234,932,8
35.39.165.181,*.cis.gvsu.edu,0.00851581508515815,815,7
35.8.11.8,codeprod.lib.msu.edu,0.008620689655172414,805,7
35.9.86.45,prtg.hc.msu.edu,0.008633093525179856,689,6
35.8.12.88,inclusion.msu.edu,0.008733624454148471,1135,10
35.8.32.118,xenapp-sf02.frib.msu.edu,0.008783783783783784,1467,13
35.8.12.108,webhosting4.itservices.msu.edu,0.00882515168229454,1797,16
35.12.4.10,vdi-a-cs.campusad.msu.edu,0.008873114463176575,1117,10
35.8.7.186,ezproxyauth.ats.msu.edu,0.008970976253298154,1878,17
35.8.234.131,futomaki.cas.msu.edu,0.008974358974358974,1546,14
35.8.224.170,web5.cal.msu.edu,0.009072580645161291,983,9
35.8.12.188,webhosting4.itservices.msu.edu,0.009086050240513094,1854,17
35.9.188.61,convivial.rhs.msu.edu,0.00936768149882904,1692,16
35.8.202.28,maps.gmsts.org,0.009395973154362415,738,7
35.8.12.171,itasprd702a.itservices.msu.edu,0.009467989179440937,2197,21
35.8.12.122,webhosting4.itservices.msu.edu,0.009523809523809525,728,7
35.8.12.211,webhosting4.itservices.msu.edu,0.0096,619,6
35.8.12.236,checkdat.webapp.msu.edu,0.009615384615384616,1442,14
35.9.188.225,ismgmt1.rhsnet.rhs.msu.edu,0.009715994020926755,1325,13
35.12.4.31,vdi-a-cs.campusad.msu.edu,0.009761388286334056,913,9
35.9.20.19,*.cse.msu.edu,0.009937888198757764,797,8
35.9.102.82,osa.isp.msu.edu,0.009970089730807577,993,10
35.8.12.32,webhosting4.itservices.msu.edu,0.009988901220865706,892,9
35.9.170.20,beta.advancement.msu.edu,0.009991673605328892,1189,12
35.8.7.168,webhosting6.itservices.msu.edu,0.010406811731315043,1046,11
35.39.164.211,*.library.gvsu.edu,0.01049317943336831,943,10
35.8.33.100,groups-ext.nscl.msu.edu,0.010736196319018405,645,7
35.8.12.90,webhosting4.itservices.msu.edu,0.010760953112990008,1287,14
35.9.102.72,redmine.isp.msu.edu,0.01079414032382421,1283,14
35.8.12.154,webhosting10.itservices.msu.edu,0.010819165378670788,640,7
35.8.12.39,www.rmi.msu.edu,0.010951979780960405,1174,13
35.9.189.207,cashnetrdir.rhs.msu.edu,0.011247443762781187,967,11
35.8.12.6,webhosting6.itservices.msu.edu,0.011363636363636364,957,11
35.9.102.88,travelersarchive.isp.msu.edu,0.011494252873563218,774,9
35.9.189.95,sportcamps.msu.edu,0.011656952539550375,1187,14
35.9.14.89,achievements.webapp.msu.edu,0.01177536231884058,1091,13
35.9.188.190,shop.recsports.msu.edu,0.0118946474086661,1163,14
35.39.164.216,reports.ia.gvsu.edu,0.011976047904191617,1320,16
35.8.223.55,storage-access1.lib.msu.edu,0.012026458208057728,1643,20
35.8.48.51,lists.psy.msu.edu,0.012031466913465988,2135,26
35.9.37.190,mail.egr.msu.edu,0.012032085561497326,739,9
35.9.102.86,mcfsdb.isp.msu.edu,0.01206140350877193,1802,22
35.9.37.147,jupyterhub.egr.msu.edu,0.012195121951219513,243,3
35.8.12.251,www.webhosting2.itservices.msu.edu,0.012249443207126948,887,11
35.8.100.229,s1.lite.msu.edu,0.012254901960784314,1209,15
35.8.7.134,dev.attawards.msu.edu,0.012345679012345678,1200,15
35.9.170.19,www.staging.beta.alumni.msu.edu,0.012422360248447204,1272,16
35.8.32.49,events.frib.msu.edu,0.0125,1185,15
35.8.12.139,webhosting4.itservices.msu.edu,0.012552301255230125,944,12
35.9.12.131,ondemand.hpcc.msu.edu,0.012589928057553957,549,7
35.8.7.157,webhosting6.itservices.msu.edu,0.012987012987012988,1444,19
35.8.7.176,nscl.msu.edu,0.013043478260869565,681,9
35.8.7.149,webhostingss.ats.msu.edu,0.01311680199875078,1580,21
35.8.12.238,webhosting3.itservices.msu.edu,0.01338199513381995,811,11
35.9.15.132,www.spartners.msu.edu,0.013736263736263736,1436,20
35.8.152.28,clarity.bch.msu.edu,0.013785790031813362,930,13
35.8.12.232,webhosting3.itservices.msu.edu,0.013940520446096654,1061,15
35.8.100.232,s4.lite.msu.edu,0.014028056112224449,1476,21
35.9.188.243,isdb.rhs.msu.edu,0.014225941422594143,1178,17
35.8.12.36,webhosting4.itservices.msu.edu,0.014321819713563605,1170,17
35.9.188.115,neighborhoods.rhs.msu.edu,0.014331210191082803,619,9
35.8.12.97,webhosting11.itservices.msu.edu,0.01456953642384106,744,11
35.8.12.100,webhosting4.itservices.msu.edu,0.01488095238095238,1655,25
192.41.236.107,psrsv.opensciencegrid.org,0.015021459227467811,459,7
35.8.35.147,nsauth.nscl.msu.edu,0.015151515151515152,1235,19
35.8.223.141,lexnex.lib.msu.edu,0.015267175572519083,387,6
35.8.223.144,digital.lib.msu.edu,0.015473887814313346,1527,24
35.8.34.22,publicapps.frib.msu.edu,0.015584415584415584,758,12
35.8.12.137,webhosting4.itservices.msu.edu,0.015665796344647518,1131,18
35.9.20.215,*.cse.msu.edu,0.015804597701149427,685,11
35.8.152.192,pbdb.bch.msu.edu,0.015855039637599093,869,14
35.8.7.165,webhosting6.itservices.msu.edu,0.015888778550148957,991,16
35.9.20.106,*.cse.msu.edu,0.016736401673640166,1410,24
35.8.152.99,baf.glbrc.org,0.01675977653631285,704,12
35.9.20.14,*.cse.msu.edu,0.016778523489932886,879,15
35.8.12.214,webhosting4.itservices.msu.edu,0.01684717208182912,817,14
35.8.12.202,www.webhosting2.itservices.msu.edu,0.016885553470919325,1048,18
35.8.27.235,mail.chemistry.msu.edu,0.017123287671232876,287,5
35.8.223.150,listings.lib.msu.edu,0.01729818780889621,2386,42
35.8.12.20,webhosting4.itservices.msu.edu,0.01734820322180917,793,14
35.12.4.32,vdi-a-cs.campusad.msu.edu,0.01744186046511628,676,12
35.8.100.231,s3.lite.msu.edu,0.0175054704595186,898,16
35.8.12.125,webhosting6.itservices.msu.edu,0.01782178217821782,496,9
35.8.232.17,streaming.wkar.msu.edu,0.018018018018018018,545,10
35.8.15.68,wbh12.geo.msu.edu,0.018404907975460124,480,9
35.9.75.201,mail.msu.edu,0.018467220683287166,1063,20
35.9.189.41,is.rhs.msu.edu,0.0186219739292365,1054,20
35.8.223.32,linguistics.lib.msu.edu,0.018722466960352423,891,17
35.8.11.2,*.proxy1.cl.msu.edu,0.018743109151047408,1780,34
35.8.29.136,sip.msu.edu,0.01882845188284519,938,18
35.9.102.119,login.isp.msu.edu,0.018998272884283247,568,11
35.9.12.42,wiki.hpcc.msu.edu,0.0192090395480226,868,17
35.8.48.37,prlmaster.psy.msu.edu,0.01985208252238225,2518,51
35.9.15.151,www.webhosting2.itservices.msu.edu,0.02006335797254488,928,19
35.8.7.190,webhosting6.itservices.msu.edu,0.020134228187919462,1460,30
35.9.102.118,media.isp.msu.edu,0.020161290322580645,972,20
35.8.12.223,webdisk.bolderbydesign.msu.edu,0.02029769959404601,1448,30
35.8.12.165,webhosting10.itservices.msu.edu,0.020307692307692308,1592,33
35.12.141.66,mls.lac.msu.edu,0.020517395182872437,1098,23
35.8.12.7,www.webhosting7.itservices.msu.edu,0.020887728459530026,750,16
35.9.20.246,*.cse.msu.edu,0.021248339973439574,737,16
35.8.29.87,broadcast.alert.msu.edu,0.02144133412745682,1643,36
35.9.15.155,www.webhosting2.itservices.msu.edu,0.02394106813996317,1060,26
35.9.123.19,redcap.bric.msu.edu,0.024285714285714285,1366,34
35.8.223.39,studentjobs.lib.msu.edu,0.02434782608695652,561,14
35.8.223.68,toneperfect.lib.msu.edu,0.02442159383033419,759,19
35.9.18.35,www.matrix.msu.edu,0.02459016393442623,238,6
35.8.12.168,webhosting4.itservices.msu.edu,0.02502606882168926,935,24
35.9.170.21,msualumni.com,0.02564102564102564,532,14
35.8.12.98,webhosting11.itservices.msu.edu,0.025998142989786442,1049,28
35.9.18.21,cirrus.h-net.org,0.02631578947368421,259,7
35.9.188.251,digitalsigns.rhs.msu.edu,0.02664796633941094,694,19
192.41.236.105,psconfig.aglt2.org,0.026717557251908396,255,7
35.9.2.101,afs.msu.edu,0.02689486552567237,796,22
35.8.32.46,supplierdashboard.frib.msu.edu,0.027124773960216998,1076,30
35.8.7.105,mel.lib.msu.edu,0.027340513670256836,1174,33
35.12.4.12,vdi-a-cs.campusad.msu.edu,0.027472527472527472,531,15
35.12.50.2,*.1.oca.nflxvideo.net,0.027777777777777776,210,6
35.8.26.46,hisoccs.cem.msu.edu,0.028504944735311226,1670,49
35.9.15.170,webhosting4.itservices.msu.edu,0.028645833333333332,746,22
35.9.15.152,www.webhosting2.itservices.msu.edu,0.0286493860845839,712,21
35.8.12.179,www.webhosting2.itservices.msu.edu,0.0290846877673225,1135,34
35.9.12.12,webservices.hpcc.msu.edu,0.02932551319648094,331,10
35.9.18.29,africanworldhistory.org,0.031746031746031744,244,8
35.8.33.154,people.nscl.msu.edu,0.03214695752009185,1686,56
35.8.187.50,mdm.ipf.msu.edu,0.03220035778175313,541,18
35.8.12.16,www.techstore.msu.edu,0.03278688524590164,649,22
35.8.48.32,cbcc.psy.msu.edu,0.0335195530726257,1557,54
35.8.48.41,helmholtz.psy.msu.edu,0.034161490683229816,1244,44
35.8.32.37,autodiscover.frib.msu.edu,0.03436714165968147,1152,41
35.8.7.164,webhostingss.ats.msu.edu,0.034482758620689655,1288,46
35.9.179.19,scs.msu.edu,0.037300177619893425,542,21
35.8.223.7,websvcs.lib.msu.edu,0.03880983182406209,743,30
35.9.189.31,auxenterprises.rhs.msu.edu,0.03983833718244804,1663,69
35.9.12.117,rt.hpcc.msu.edu,0.04,384,16
35.8.35.78,elog.frib.msu.edu,0.040100250626566414,1149,48
35.8.12.124,webhosting3.itservices.msu.edu,0.04194630872483222,1142,50
35.9.18.4,africa-research.h-net.org,0.042704626334519574,269,12
35.8.223.203,git.lib.msu.edu,0.04291845493562232,892,40
35.8.12.187,webhosting4.itservices.msu.edu,0.043964232488822655,1283,59
35.8.32.50,officewebapps.frib.msu.edu,0.04466501240694789,1540,72
35.9.83.132,vpn.msu.edu,0.045454545454545456,189,9
35.8.224.107,camps.cal.msu.edu,0.045950155763239874,1225,59
35.9.36.236,vpn.egr.msu.edu,0.046413502109704644,226,11
35.8.202.13,www.gmsts.org,0.051118210862619806,297,16
35.8.12.3,webhosting10.itservices.msu.edu,0.053440213760855046,1417,80
35.12.141.70,mls.lac.msu.edu,0.05694760820045558,414,25
35.9.20.23,*.cse.msu.edu,0.05786026200873363,863,53
35.8.32.68,xenappdev-sf01.frib.msu.edu,0.05853658536585366,772,48
35.8.12.72,www.webhosting2.itservices.msu.edu,0.062326869806094184,677,45
35.9.123.12,fw-ats.bric.msu.edu,0.06451612903225806,58,4
35.8.223.15,tomcat.lib.msu.edu,0.06962025316455696,294,22
35.9.170.26,campuscalldev.uadv.msu.edu,0.07550644567219153,1004,82
35.9.10.204,cms02.cascade.msu.edu,0.07699443413729128,995,83
35.9.15.159,www.webhosting2.itservices.msu.edu,0.08275862068965517,1729,156
35.9.12.113,84bb5f.6fbd.dn.glob.us,0.08604651162790698,393,37
35.8.29.77,sip.police.msu.edu,0.08762886597938144,177,17
35.8.33.108,wikihost.nscl.msu.edu,0.09937888198757763,435,48
35.9.123.16,fw-ats.bric.msu.edu,0.10204081632653061,44,5
35.8.17.31,lhfacility.msu.edu,0.10738255033557047,266,32
35.9.189.163,isutapp0.rhsnet.rhs.msu.edu,0.10752688172043011,166,20
35.9.18.238,webdav.h-net.org,0.11261261261261261,197,25
35.9.123.47,fw-ats.bric.msu.edu,0.11320754716981132,47,6
35.39.164.232,www.egr.gvsu.edu,0.11612903225806452,137,18
35.39.169.233,dill.mll.gvsu.edu,0.11853720050441362,699,94
35.8.223.216,uasapi.lib.msu.edu,0.12006021829130599,2338,319
35.8.202.24,www.misin.msu.edu,0.12079510703363915,575,79
35.9.37.60,Unknown,0.125,7,1
35.8.223.69,ticmag.lib.msu.edu,0.1316542644533486,1517,230
35.9.123.46,fw-ats.bric.msu.edu,0.1346153846153846,45,7
35.8.12.31,academicprofile.msu.edu,0.14318706697459585,1113,186
35.9.123.50,fw-ats.bric.msu.edu,0.14754098360655737,52,9
35.9.123.34,fw-ats.bric.msu.edu,0.14893617021276595,40,7
35.9.123.24,fw-ats.bric.msu.edu,0.1527777777777778,61,11
192.122.184.168,www.akamaized.net,0.1553133514986376,310,57
35.9.123.3,fw-ats.bric.msu.edu,0.15942028985507245,58,11
35.9.123.35,fw-ats.bric.msu.edu,0.16129032258064516,52,10
35.9.18.66,Unknown,0.16666666666666666,5,1
35.9.123.2,fw-ats.bric.msu.edu,0.17142857142857143,58,12
35.9.123.51,flintregistry.ctsi.msu.edu,0.17174959871589085,1548,321
192.122.184.169,www.akamaized-staging.net,0.17647058823529413,168,36
35.9.123.57,fw-ats.bric.msu.edu,0.18072289156626506,68,15
35.9.123.30,fw-ats.bric.msu.edu,0.18518518518518517,44,10
35.9.123.44,fw-ats.bric.msu.edu,0.19298245614035087,46,11
192.122.184.162,www.akamaihd.net,0.1947565543071161,645,156
35.9.123.6,fw-ats.bric.msu.edu,0.20833333333333334,38,10
192.122.184.160,www.akamaized.net,0.21052631578947367,345,92
35.9.123.13,fw-ats.bric.msu.edu,0.22413793103448276,45,13
192.122.184.163,www.akamaized.net,0.225,372,108
35.9.123.45,fw-ats.bric.msu.edu,0.23333333333333334,46,14
35.9.123.7,fw-ats.bric.msu.edu,0.23809523809523808,48,15
192.122.184.177,www.akamaized-staging.net,0.2621951219512195,121,43
35.8.48.11,psychology.msu.edu,0.265625,47,17
192.122.184.165,www.akamaized.net,0.2833333333333333,516,204
35.8.224.69,dev.celta.msu.edu,0.34845496383957925,1982,1060
192.122.184.176,www.akamaihd-staging.net,0.40387722132471726,738,500
35.9.123.23,Unknown,0.5,1,1
141.219.64.202,clearpass02.tc.mtu.edu,0.84,4,21
35.9.209.132,*.msufame.msu.edu,0.8695652173913043,3,20
204.38.48.101,ps.kingsford.org,0.9,2,18
141.219.171.155,krogel-linux.sabu.mtu.edu,0.9166666666666666,1,11
198.109.227.132,cnps.mc-isd.org,0.9333333333333333,1,14
192.122.184.171,a248.e.akamai.net,0.9333333333333333,1,14
141.219.64.200,clearpass02.tc.mtu.edu,0.9444444444444444,1,17
141.219.106.96,vpn-mgmt.it.mtu.edu,0.9473684210526315,1,18
141.219.106.10,vpn.wmtu.mtu.edu,0.95,1,19
35.8.48.56,pss.psy.msu.edu,0.9565217391304348,1,22
198.140.228.51,www.midmichigan.net,0.96,1,24
69.58.32.253,www.swmitech.org,1,0,37
141.211.7.210,weblogin.umich.edu,1,0,35
141.211.4.211,demo.tandem.ai.umich.edu,1,0,33
141.193.178.169,chatovertake-co.ota.chatbot.vgz.nl,1,0,33
141.211.54.243,aaopes.miserver.it.umich.edu,1,0,32
198.110.29.9,library.lindenschools.org,1,0,32
141.217.136.22,*.grid.wayne.edu,1,0,32
198.108.220.103,www.copesd.org,1,0,32
141.212.113.97,wiki2.eecs.umich.edu,1,0,31
192.41.230.63,psum06-100g.aglt2.org,1,0,30
141.212.114.224,www.futurearchs.org,1,0,30
141.193.178.199,laligatest.denario.es,1,0,30
141.193.178.122,lqconnect.lqgroup.org.uk,1,0,30
141.211.55.64,staging.locuszoom.org,1,0,30
141.211.3.72,www.dsc.umich.edu,1,0,30
136.228.35.105,www.westottawa.net,1,0,29
141.211.217.133,cornichon.lrc.lsa.umich.edu,1,0,29
198.108.174.55,www.pacs.wmcc.org,1,0,29
35.8.196.10,hubble.plantbiology.msu.edu,1,0,29
141.211.159.201,mitools.dent.umich.edu,1,0,29
198.110.200.31,www.watson.nmu.edu,1,0,29
198.110.145.203,vpn-eu.ltu.edu,1,0,29
141.217.112.66,rs4.reuther.wayne.edu,1,0,28
141.218.143.20,*.cs.wmich.edu,1,0,28
141.214.2.31,rrndb.umms.med.umich.edu,1,0,28
141.211.4.13,mprint-test.dsc.umich.edu,1,0,28
192.108.188.238,lter.kbs.msu.edu,1,0,28
141.193.178.166,api.athena.otp.vgz.nl,1,0,27
141.193.178.185,progress.sketchle.com,1,0,27
141.213.154.85,fw-dent.umnet.umich.edu,1,0,27
141.213.11.46,x3313c.eecs.umich.edu,1,0,27
141.211.55.6,gvt.sph.umich.edu,1,0,27
192.122.184.173,a248.e.akamai.net,1,0,27
141.216.3.112,www.umflint.edu,1,0,27
198.109.200.33,alertus.jccmi.edu,1,0,27
141.214.120.21,wecareadvisor.org,1,0,27
141.193.177.128,acc.mijn.bewuzt.nl,1,0,27
141.218.23.52,davmail.wexchange.wmich.edu,1,0,27
207.75.208.142,www.eupschools.org,1,0,26
141.211.94.206,www2-dev.bus.umich.edu,1,0,26
153.106.200.183,www.calvin.edu,1,0,26
208.68.25.178,www.remc1.net,1,0,26
141.211.5.68,www.lrc.lsa.umich.edu,1,0,26
198.111.214.23,sisd-tc-lstbridge1a.sisd.cc,1,0,26
141.217.0.156,*.wayne.edu,1,0,26
141.211.182.40,www.lsi.umich.edu,1,0,26
141.212.104.33,apps.eecs.umich.edu,1,0,26
141.211.28.231,yallahquit.org,1,0,26
142.54.12.17,mcesa-mcsb-lsfilter1a.mcesa.k12.mi.us,1,0,26
141.211.5.122,photos.ath.umich.edu,1,0,26
141.193.177.236,orleanstower.com,1,0,26
198.110.48.37,mailman.muskegonisd.org,1,0,26
173.225.177.197,www.mediag.com,1,0,26
141.217.2.33,*.security.wayne.edu,1,0,26
141.211.3.14,www.dsc.umich.edu,1,0,26
141.193.178.244,www.revenuewell.com,1,0,25
198.111.167.171,mbg.ypsilibrary.org,1,0,25
141.212.115.162,autograder.io,1,0,25
198.108.245.245,vpn.brhschools.org,1,0,25
136.228.36.149,www.tcaps.net,1,0,25
141.211.235.20,alarms.dpss.umich.edu,1,0,25
198.110.203.113,mkvm1.nmu.edu,1,0,25
141.214.9.167,openclinica.med.umich.edu,1,0,25
141.211.28.52,secure.onsp.umich.edu,1,0,25
207.75.116.197,merit-dnote01.merit.edu,1,0,25
141.211.28.122,www.studentlife.umich.edu,1,0,25
141.211.55.59,zoellner-lab.sph.umich.edu,1,0,25
198.109.27.9,www.murphy.law.udmercy.edu,1,0,25
141.211.94.177,michiganross.umich.edu,1,0,25
164.76.2.163,www.emich.edu,1,0,25
141.211.4.7,itservices.dsc.umich.edu,1,0,25
198.109.71.15,www.med.wayne.edu,1,0,25
141.216.10.247,oel.umflint.edu,1,0,25
141.211.182.246,msites.lsi.umich.edu,1,0,25
192.108.188.248,projectlog.kbs.msu.edu,1,0,25
148.61.30.132,vpn.student.gvsu.edu,1,0,25
141.218.145.40,ceas.wmich.edu,1,0,25
141.211.216.195,ppm.its.umich.edu,1,0,25
204.39.195.30,www.rgw-msu.osris.org,1,0,25
141.193.178.182,portal.credpay.com.br,1,0,25
141.214.186.46,jihcv.org,1,0,25
204.38.22.29,bssbpprd.nmu.edu,1,0,25
198.111.176.102,webapps.wccnet.edu,1,0,25
69.58.58.240,www.vbisd.org,1,0,25
141.211.4.224,proxy.lib.umich.edu,1,0,25
141.211.33.83,ciditrain.isr.umich.edu,1,0,24
198.108.218.120,www.cinemacuriosa.org,1,0,24
141.212.113.69,dbseer.org,1,0,24
141.219.100.10,src2.tc.mtu.edu,1,0,24
141.214.16.53,www.med.umich.edu,1,0,24
207.190.191.121,expc.lisd.us,1,0,24
141.212.114.179,vienna.eecs.umich.edu,1,0,24
192.153.163.74,www.mcc.edu,1,0,24
141.211.194.30,cgs.fo.umich.edu,1,0,24
141.211.55.16,comtag.sph.umich.edu,1,0,24
136.228.35.107,www.westottawa.net,1,0,24
198.110.48.124,www.muskegonisd.org,1,0,24
141.211.20.240,www.dsc.umich.edu,1,0,24
164.76.158.155,www.emich.edu,1,0,24
141.211.160.42,eres-utility.dsc.umich.edu,1,0,24
141.211.55.56,app.genesforgood.net,1,0,24
141.211.217.95,procurement.lsa.umich.edu,1,0,24
198.111.214.21,sisd-tc-lspolicy1a.sisd.cc,1,0,24
141.211.184.98,webmail.abisny.people.si.umich.edu,1,0,24
141.211.153.14,auth-interstitial.it.umich.edu,1,0,24
141.217.0.99,www.prod.wayne.edu,1,0,24
198.108.199.9,www.nmc.edu,1,0,24
136.228.36.82,www.tbaisd.k12.mi.us,1,0,24
141.193.178.160,timeforce.mcaneny.biz,1,0,24
141.211.217.231,alertus.dpss.umich.edu,1,0,24
141.211.169.55,um-grafana.osris.org,1,0,24
141.211.55.27,app.genesforgood.org,1,0,24
141.211.4.197,www.studentlife.umich.edu,1,0,24
141.216.10.15,speedtest.umflint.edu,1,0,24
141.212.115.153,autograder.io,1,0,24
141.217.156.2,vpn.wayne.edu,1,0,24
192.231.113.106,aglog.kbs.msu.edu,1,0,24
207.75.164.144,www.internet2.edu,1,0,24
141.211.3.67,www.dsc.umich.edu,1,0,24
141.217.20.40,digital.library.wayne.edu,1,0,24
198.108.148.38,www.med.wmich.edu,1,0,24
198.245.194.230,www.ncresa.org,1,0,24
141.211.3.15,*.dsc.umich.edu,1,0,24
192.41.230.55,psum01.aglt2.org,1,0,24
141.212.118.20,scans.io,1,0,24
141.216.10.3,*.umflint.edu,1,0,24
141.218.144.252,repos.ceas.wmich.edu,1,0,24
141.211.211.81,lsa-bomgar.lsa.umich.edu,1,0,24
198.108.220.113,www.copesd.org,1,0,24
141.212.114.235,aec.eecs.umich.edu,1,0,24
208.68.25.14,www.remc1.net,1,0,24
