Decoy,HostName,Failure Rate,New Flows,Failed Decoys
35.8.11.3,*.proxy2.cl.msu.edu,0.007514450867052023,1717,13
35.8.12.36,webhosting4.itservices.msu.edu,0.0075282308657465494,791,6
35.12.4.5,vdi-a-cs.campusad.msu.edu,0.007614213197969543,1173,9
35.8.7.153,tfm.msu.edu,0.0076726342710997444,1164,9
35.9.170.26,campuscalldev.uadv.msu.edu,0.007751937984496124,1152,9
35.8.133.113,bps.broad.msu.edu,0.007855459544383346,1263,10
35.8.12.39,www.rmi.msu.edu,0.00792507204610951,1377,11
35.8.12.31,academicprofile.msu.edu,0.008190618019359643,1332,11
35.9.97.241,feig.bch.msu.edu,0.008222643896268185,1568,13
35.8.12.139,webhosting4.itservices.msu.edu,0.008351893095768375,1781,15
35.8.12.130,webhosting4.itservices.msu.edu,0.008368200836820083,1185,10
35.39.164.216,reports.ia.gvsu.edu,0.008482563619227144,1052,9
35.8.12.75,webhosting3.itservices.msu.edu,0.00849514563106796,1634,14
35.9.170.21,msualumni.com,0.008567931456548347,810,7
35.8.12.162,spartanpartners.msu.edu,0.008579599618684462,1040,9
35.8.223.41,lib.msu.edu,0.00872093023255814,1023,9
35.8.223.79,as.lib.msu.edu,0.008777852802160702,1468,13
35.9.102.72,redmine.isp.msu.edu,0.008902077151335312,2004,18
35.8.12.108,webhosting4.itservices.msu.edu,0.008953168044077135,1439,13
35.8.29.135,sip.msu.edu,0.009025270758122744,2196,20
35.9.123.29,redcap.raind.msu.edu,0.009083402146985962,1200,11
35.9.15.134,webhosting4.itservices.msu.edu,0.009153318077803204,866,8
35.8.32.118,xenapp-sf02.frib.msu.edu,0.009174311926605505,1080,10
35.9.15.155,www.webhosting2.itservices.msu.edu,0.009237875288683603,1287,12
35.8.7.132,webhosting11.itservices.msu.edu,0.009378663540445486,845,8
35.9.102.118,media.isp.msu.edu,0.009490940465918895,1148,11
35.8.12.177,itservices.msu.edu,0.009693053311793215,1226,12
35.8.223.203,git.lib.msu.edu,0.009708737864077669,1428,14
35.8.100.230,s2.lite.msu.edu,0.009722222222222222,713,7
35.8.48.11,psychology.msu.edu,0.009781790820165538,1316,13
35.9.2.84,netfiles.msu.edu,0.009825327510917031,907,9
35.9.15.152,www.webhosting2.itservices.msu.edu,0.009863013698630137,1807,18
35.39.164.211,*.library.gvsu.edu,0.009907997169143666,1399,14
35.8.152.28,clarity.bch.msu.edu,0.00998003992015968,2480,25
35.9.123.51,flintregistry.ctsi.msu.edu,0.010046885465505693,1478,15
35.8.12.240,webhosting3.itservices.msu.edu,0.01008249312557287,1080,11
35.8.223.56,cutt.lib.msu.edu,0.010084033613445379,1178,12
35.8.12.185,webhosting11.itservices.msu.edu,0.010126582278481013,782,8
35.8.12.223,webdisk.bolderbydesign.msu.edu,0.010128913443830571,1075,11
35.8.12.32,webhosting4.itservices.msu.edu,0.010382868267358857,1525,16
35.9.15.133,webhosting6.itservices.msu.edu,0.010515247108307046,941,10
35.8.234.131,futomaki.cas.msu.edu,0.010540184453227932,751,8
35.8.7.105,mel.lib.msu.edu,0.010561056105610561,1499,16
35.39.165.181,*.cis.gvsu.edu,0.0106951871657754,740,8
35.9.189.207,cashnetrdir.rhs.msu.edu,0.010739856801909307,829,9
35.8.12.214,webhosting4.itservices.msu.edu,0.010880316518298714,1000,11
35.9.170.19,www.staging.beta.alumni.msu.edu,0.011144130757800892,1331,15
35.8.12.137,webhosting4.itservices.msu.edu,0.011185682326621925,1326,15
35.8.48.62,journalofexpertise.org,0.011282051282051283,964,11
35.9.20.14,*.cse.msu.edu,0.011454753722794959,863,10
35.63.64.18,www.dis.us,0.011530398322851153,943,11
35.8.12.124,webhosting3.itservices.msu.edu,0.011747430249632892,1346,16
35.8.12.6,webhosting6.itservices.msu.edu,0.011772853185595568,1427,17
35.8.48.37,prlmaster.psy.msu.edu,0.011786038077969175,1090,13
35.8.223.69,ticmag.lib.msu.edu,0.011935208866155157,1159,14
35.8.33.118,wikihost.nscl.msu.edu,0.011984021304926764,742,9
192.41.236.107,psrsv.opensciencegrid.org,0.012162162162162163,731,9
35.9.102.87,travelersabroad.isp.msu.edu,0.012219959266802444,1455,18
35.9.20.215,*.cse.msu.edu,0.012257405515832482,967,12
35.8.12.26,webhosting3.itservices.msu.edu,0.012280701754385965,563,7
35.8.32.37,autodiscover.frib.msu.edu,0.012300123001230012,803,10
35.9.189.41,is.rhs.msu.edu,0.012345679012345678,1040,13
35.8.26.46,hisoccs.cem.msu.edu,0.012391573729863693,797,10
35.8.32.168,publicapps.frib.msu.edu,0.012548262548262547,1023,13
35.8.12.171,itasprd702a.itservices.msu.edu,0.012552301255230125,1416,18
35.8.32.46,supplierdashboard.frib.msu.edu,0.012601260126012601,1097,14
35.8.12.93,webhosting4.itservices.msu.edu,0.012627040344933785,3206,41
35.8.7.149,webhostingss.ats.msu.edu,0.012640449438202247,703,9
35.9.15.151,www.webhosting2.itservices.msu.edu,0.012687427912341407,856,11
35.9.12.113,84bb5f.6fbd.dn.glob.us,0.012690355329949238,389,5
35.8.223.7,websvcs.lib.msu.edu,0.013008130081300813,607,8
35.9.20.23,*.cse.msu.edu,0.01301775147928994,834,11
35.9.102.88,travelersarchive.isp.msu.edu,0.01303780964797914,757,10
35.8.223.141,lexnex.lib.msu.edu,0.013039934800325998,1211,16
35.8.7.165,webhosting6.itservices.msu.edu,0.01310272536687631,1883,25
35.8.100.228,s10.lite.msu.edu,0.013215859030837005,1568,21
35.8.12.236,checkdat.webapp.msu.edu,0.01328125,1263,17
35.8.100.240,s8.lite.msu.edu,0.013513513513513514,1314,18
35.8.12.90,webhosting4.itservices.msu.edu,0.0138811771238201,3552,50
35.12.130.41,*.firelab.org,0.014184397163120567,695,10
35.8.12.54,webhosting4.itservices.msu.edu,0.014360313315926894,755,11
35.8.48.32,cbcc.psy.msu.edu,0.014570552147239263,1285,19
35.8.12.16,www.techstore.msu.edu,0.01468048359240069,1141,17
35.8.33.154,people.nscl.msu.edu,0.014802631578947368,599,9
35.9.15.170,webhosting4.itservices.msu.edu,0.014833127317676144,797,12
35.9.12.131,ondemand.hpcc.msu.edu,0.015011547344110854,853,13
35.8.12.97,webhosting11.itservices.msu.edu,0.01503006012024048,983,15
35.8.32.50,officewebapps.frib.msu.edu,0.015055008685581933,1701,26
35.12.4.10,vdi-a-cs.campusad.msu.edu,0.015220700152207,647,10
35.9.188.225,ismgmt1.rhsnet.rhs.msu.edu,0.015247776365946633,1550,24
35.8.224.170,web5.cal.msu.edu,0.015503875968992248,635,10
35.9.15.132,www.spartners.msu.edu,0.0156794425087108,1130,18
35.8.12.213,webhosting11.itservices.msu.edu,0.015703517587939697,1567,25
35.8.223.150,listings.lib.msu.edu,0.01575056252009,3062,49
35.8.100.239,s7.lite.msu.edu,0.016168148746968473,1217,20
35.9.18.35,www.matrix.msu.edu,0.0163265306122449,241,4
35.8.12.7,www.webhosting7.itservices.msu.edu,0.01652892561983471,595,10
35.9.170.20,beta.advancement.msu.edu,0.016548463356973995,832,14
35.9.15.159,www.webhosting2.itservices.msu.edu,0.016713091922005572,706,12
35.9.250.38,slow.vpn.msu.edu,0.01679888007466169,2107,36
35.8.35.148,gateway.nscl.msu.edu,0.017034068136272545,981,17
35.9.123.6,fw-ats.bric.msu.edu,0.017045454545454544,173,3
35.8.12.238,webhosting3.itservices.msu.edu,0.017148014440433214,1089,19
35.8.35.78,elog.frib.msu.edu,0.01740294511378849,734,13
35.12.4.11,vdi-a-cs.campusad.msu.edu,0.01762114537444934,669,12
35.8.7.134,dev.attawards.msu.edu,0.017713365539452495,610,11
35.9.102.85,ispadmin.isp.msu.edu,0.017973856209150325,601,11
35.9.123.2,fw-ats.bric.msu.edu,0.01818181818181818,162,3
35.8.27.235,mail.chemistry.msu.edu,0.01858736059479554,264,5
35.9.189.31,auxenterprises.rhs.msu.edu,0.01913171449595291,1333,26
35.9.179.19,scs.msu.edu,0.01932367149758454,406,8
35.9.170.27,campuscall.uadv.msu.edu,0.01992619926199262,1328,27
35.8.223.55,storage-access1.lib.msu.edu,0.01995305164319249,835,17
35.9.20.19,*.cse.msu.edu,0.019963702359346643,1080,22
35.9.102.86,mcfsdb.isp.msu.edu,0.021148036253776436,1296,28
35.8.232.17,streaming.wkar.msu.edu,0.021568627450980392,499,11
35.8.223.32,linguistics.lib.msu.edu,0.021739130434782608,1080,24
35.8.12.56,webhosting4.itservices.msu.edu,0.021865889212827987,671,15
35.8.48.51,lists.psy.msu.edu,0.02195945945945946,579,13
35.9.14.89,achievements.webapp.msu.edu,0.02214022140221402,1590,36
35.8.12.125,webhosting6.itservices.msu.edu,0.022357723577235773,481,11
35.9.123.19,redcap.bric.msu.edu,0.022492970946579195,1043,24
35.8.34.22,publicapps.frib.msu.edu,0.022796352583586626,1286,30
35.8.29.136,sip.msu.edu,0.023182297154899896,927,22
35.8.223.9,as-archives.lib.msu.edu,0.023529411764705882,1328,32
35.9.20.246,*.cse.msu.edu,0.024255788313120176,885,22
35.8.152.99,baf.glbrc.org,0.024907749077490774,1057,27
35.9.18.4,africa-research.h-net.org,0.025,234,6
35.8.11.2,*.proxy1.cl.msu.edu,0.026124818577648767,671,18
35.8.152.192,pbdb.bch.msu.edu,0.02663934426229508,1425,39
35.9.10.204,cms02.cascade.msu.edu,0.026729559748427674,619,17
35.9.123.34,fw-ats.bric.msu.edu,0.028089887640449437,173,5
35.8.12.212,abramsplanetarium.org,0.028214616096207217,2101,61
35.9.18.21,cirrus.h-net.org,0.028225806451612902,241,7
35.9.37.147,jupyterhub.egr.msu.edu,0.028225806451612902,241,7
35.8.7.164,webhostingss.ats.msu.edu,0.02972972972972973,1436,44
35.8.202.28,maps.gmsts.org,0.03009259259259259,419,13
35.9.123.17,webmail.bric.msu.edu,0.03109452736318408,779,25
35.8.11.8,codeprod.lib.msu.edu,0.031315240083507306,928,30
35.9.18.29,africanworldhistory.org,0.031746031746031744,244,8
35.12.130.113,eamcweb3.usfs.msu.edu,0.03205128205128205,302,10
35.8.187.50,mdm.ipf.msu.edu,0.03218390804597701,421,14
35.8.12.232,webhosting3.itservices.msu.edu,0.03222398309561542,1832,61
35.9.188.61,convivial.rhs.msu.edu,0.03251318101933216,1101,37
35.9.83.132,vpn.msu.edu,0.03260869565217391,178,6
35.8.15.68,wbh12.geo.msu.edu,0.0327455919395466,384,13
35.8.35.147,nsauth.nscl.msu.edu,0.03341288782816229,405,14
35.9.188.243,isdb.rhs.msu.edu,0.034653465346534656,780,28
35.8.12.188,webhosting4.itservices.msu.edu,0.034892353377876766,1300,47
35.9.102.82,osa.isp.msu.edu,0.035034272658035034,1267,46
35.8.152.178,ts.prl.msu.edu,0.03512259774685222,1456,53
35.9.123.47,fw-ats.bric.msu.edu,0.03529411764705882,164,6
35.8.12.3,webhosting10.itservices.msu.edu,0.03639344262295082,2939,111
35.8.202.88,mail.asets.msu.edu,0.036688617121354655,1024,39
35.9.37.59,zimbra.egr.msu.edu,0.03679525222551929,1623,62
35.8.12.187,webhosting4.itservices.msu.edu,0.03764705882352941,1636,64
35.12.4.32,vdi-a-cs.campusad.msu.edu,0.03932584269662921,1197,49
35.9.123.44,fw-ats.bric.msu.edu,0.03977272727272727,169,7
35.9.123.18,seedteen.ctsi.msu.edu,0.04003813155386082,2014,84
35.12.141.66,mls.lac.msu.edu,0.04038461538461539,499,21
35.9.123.16,fw-ats.bric.msu.edu,0.04081632653061224,188,8
35.8.33.100,groups-ext.nscl.msu.edu,0.04144144144144144,1064,46
35.8.7.135,www.webhosting7.itservices.msu.edu,0.04186289900575615,1831,80
35.9.123.45,fw-ats.bric.msu.edu,0.041916167664670656,160,7
35.9.123.7,fw-ats.bric.msu.edu,0.04242424242424243,158,7
35.9.123.13,fw-ats.bric.msu.edu,0.04371584699453552,175,8
192.41.236.105,psconfig.aglt2.org,0.044642857142857144,214,10
35.9.2.101,afs.msu.edu,0.04556962025316456,754,36
35.9.15.150,webhosting4.itservices.msu.edu,0.045845272206303724,666,32
35.8.7.157,webhosting6.itservices.msu.edu,0.04691572545612511,2194,108
35.9.123.12,fw-ats.bric.msu.edu,0.04819277108433735,158,8
35.9.123.3,fw-ats.bric.msu.edu,0.049079754601226995,155,8
35.8.12.72,www.webhosting2.itservices.msu.edu,0.05008635578583765,550,29
35.9.123.50,fw-ats.bric.msu.edu,0.05113636363636364,167,9
35.39.164.232,www.egr.gvsu.edu,0.05138339920948617,240,13
35.9.123.24,fw-ats.bric.msu.edu,0.05194805194805195,146,8
35.8.223.68,toneperfect.lib.msu.edu,0.052121212121212124,782,43
35.9.123.30,fw-ats.bric.msu.edu,0.052941176470588235,161,9
35.9.36.236,vpn.egr.msu.edu,0.053811659192825115,211,12
35.9.123.35,fw-ats.bric.msu.edu,0.055,189,11
35.9.12.117,rt.hpcc.msu.edu,0.060810810810810814,278,18
35.12.50.2,*.1.oca.nflxvideo.net,0.061224489795918366,230,15
35.8.100.232,s4.lite.msu.edu,0.06152125279642058,839,55
35.8.202.13,www.gmsts.org,0.0625,510,34
35.9.123.57,fw-ats.bric.msu.edu,0.06285714285714286,164,11
35.9.10.203,cms01.cascade.msu.edu,0.064,936,64
35.12.141.70,mls.lac.msu.edu,0.06428571428571428,262,18
35.8.17.31,lhfacility.msu.edu,0.06496062992125984,475,33
35.9.123.46,fw-ats.bric.msu.edu,0.06532663316582915,186,13
192.122.184.177,www.akamaized-staging.net,0.07058823529411765,79,6
35.8.223.39,studentjobs.lib.msu.edu,0.07103825136612021,680,52
192.122.184.162,www.akamaihd.net,0.07628865979381444,448,37
35.9.188.115,neighborhoods.rhs.msu.edu,0.07852675469075747,1326,113
35.8.224.120,lctlvoices.clear.msu.edu,0.07853403141361257,880,75
192.122.184.163,www.akamaized.net,0.08084577114427861,739,65
35.9.18.238,webdav.h-net.org,0.08144796380090498,203,18
35.8.7.175,webhosting3.itservices.msu.edu,0.08181026979982593,1055,94
35.8.26.21,calendar.chemistry.msu.edu,0.087890625,934,90
35.8.223.15,tomcat.lib.msu.edu,0.09171597633136094,307,31
192.122.184.168,www.akamaized.net,0.09195402298850575,395,40
35.9.189.163,isutapp0.rhsnet.rhs.msu.edu,0.09950248756218906,181,20
35.8.29.77,sip.police.msu.edu,0.11538461538461539,161,21
35.39.169.233,dill.mll.gvsu.edu,0.12582781456953643,396,57
192.122.184.160,www.akamaized.net,0.12939698492462312,693,103
35.8.202.24,www.misin.msu.edu,0.14056224899598393,428,70
35.8.223.144,digital.lib.msu.edu,0.14788397527341893,1792,311
35.9.20.103,*.cse.msu.edu,0.17750573833205815,1075,232
192.122.184.165,www.akamaized.net,0.1783783783783784,608,132
192.122.184.176,www.akamaihd-staging.net,0.18461538461538463,106,24
192.122.184.169,www.akamaized-staging.net,0.3120893561103811,1047,475
192.122.184.159,a248.e.akamai.net,0.9090909090909091,2,20
192.122.184.167,a248.e.akamai.net,0.9523809523809523,1,20
35.8.223.11,3dprime.lib.msu.edu,0.9523809523809523,1,20
192.122.184.173,a248.e.akamai.net,0.9565217391304348,1,22
141.211.55.31,fusion-tissue.sph.umich.edu,1,0,32
198.111.152.220,childfindmichigan.org,1,0,32
141.211.3.86,www.dsc.umich.edu,1,0,31
141.214.174.79,btmtest.med.umich.edu,1,0,31
141.211.3.50,www.dsc.umich.edu,1,0,30
141.214.159.64,ravpn.med.umich.edu,1,0,30
141.211.217.149,macytcbd.miserver.it.umich.edu,1,0,30
141.193.178.206,vm2.stratyxit.com,1,0,30
153.106.200.172,calvin.edu,1,0,29
198.108.220.124,copesd.org,1,0,29
141.211.3.65,www.dsc.umich.edu,1,0,29
141.193.177.237,staging-eon.rpmi.co.uk,1,0,29
141.212.191.197,share.anandps.com,1,0,28
136.228.39.197,www.hpsk12.net,1,0,28
141.211.54.238,www.umich.edu,1,0,28
198.111.67.120,www.carmanainsworth.org,1,0,28
141.211.7.210,weblogin.umich.edu,1,0,28
136.228.35.106,www.westottawa.net,1,0,28
35.8.234.133,communities.cas.msu.edu,1,0,28
141.211.217.106,mbni.org,1,0,28
136.228.56.136,www.glcomets.net,1,0,28
141.211.54.180,shibboleth.umich.edu,1,0,28
141.212.114.224,www.futurearchs.org,1,0,28
198.109.200.33,alertus.jccmi.edu,1,0,28
206.57.250.84,captive-portal.peplink.com,1,0,28
141.211.182.40,www.lsi.umich.edu,1,0,28
141.212.113.253,andrewdeorio.com,1,0,27
141.211.4.13,mprint-test.dsc.umich.edu,1,0,27
141.213.3.97,eecs490.eecs.umich.edu,1,0,27
198.111.181.22,vpn.med.umich.edu,1,0,27
141.212.111.109,scientia.eecs.umich.edu,1,0,27
198.110.200.4,www.nmu.edu,1,0,27
141.213.3.26,vhosts.eecs.umich.edu,1,0,27
141.211.3.83,www.dsc.umich.edu,1,0,27
141.212.114.156,eecs489.eecs.umich.edu,1,0,27
141.214.16.37,kc.med.umich.edu,1,0,27
141.193.178.238,badstore.tddemo.hu,1,0,27
141.211.217.78,deptapps.engin.umich.edu,1,0,27
141.219.64.203,clearpass03.tc.mtu.edu,1,0,27
141.219.66.66,j.it.mtu.edu,1,0,27
141.211.182.44,www.lsi.umich.edu,1,0,27
198.108.148.35,www.med.wmich.edu,1,0,27
141.211.43.122,http-gate02.grid.umich.edu,1,0,27
173.225.183.114,cp4.det.utropicmedia.net,1,0,27
141.211.3.71,www.dsc.umich.edu,1,0,27
198.108.199.6,www.nmc.edu,1,0,27
141.211.182.46,www.lsi.umich.edu,1,0,27
141.214.2.22,hkgateway.med.umich.edu,1,0,27
141.211.169.55,um-grafana.osris.org,1,0,27
141.211.3.26,admin.careers.umich.edu,1,0,27
141.214.172.248,www.umhealthresearch.org,1,0,27
198.108.199.10,www.nmc.edu,1,0,26
141.211.7.158,*.dsc.umich.edu,1,0,26
198.110.203.113,mkvm1.nmu.edu,1,0,26
207.75.164.159,idp.incommonfederation.org,1,0,26
141.193.178.162,www.patientconnect365.com,1,0,26
207.75.164.115,service7.internet2.edu,1,0,26
141.217.1.144,*.wayne.edu,1,0,26
204.38.89.152,ps.byron.k12.mi.us,1,0,26
141.216.10.132,*.umflint.edu,1,0,26
136.228.36.93,www.powerschool.kpschools.com,1,0,26
69.58.38.26,www.schoolcraftschools.org,1,0,26
141.211.20.240,www.dsc.umich.edu,1,0,26
164.76.158.81,www.emich.edu,1,0,26
141.217.21.221,www.openjericho.com,1,0,26
192.231.113.159,data.sustainability.glbrc.org,1,0,26
207.190.178.55,monroe.k12.mi.us,1,0,26
198.109.227.11,www.glenoaks.edu,1,0,26
141.193.177.214,stamkaart.acc.nvm.nl,1,0,25
141.213.3.39,ece-scan.eecs.umich.edu,1,0,25
141.216.3.109,umflint.edu,1,0,25
198.109.71.14,www.med.wayne.edu,1,0,25
141.211.4.102,socr.umich.edu,1,0,25
141.214.65.187,mtqip.med.umich.edu,1,0,25
141.211.3.43,www.dsc.umich.edu,1,0,25
141.217.20.21,crsctest.med.wayne.edu,1,0,25
141.211.168.186,ergophiljournal.org,1,0,25
163.253.36.231,www.deepfield.net,1,0,25
173.225.177.134,portal.andertoncastings.com,1,0,25
66.219.120.76,destiny.edzone.net,1,0,25
141.212.114.235,aec.eecs.umich.edu,1,0,25
141.211.20.204,addmasbnp.dsc.umich.edu,1,0,25
141.211.217.147,um.tips4health.org,1,0,25
198.108.148.3,www.med.wmich.edu,1,0,25
198.110.203.50,synstor1.nmu.edu,1,0,25
141.214.2.71,onesgateway.med.umich.edu,1,0,25
141.212.113.211,ai.eecs.umich.edu,1,0,25
161.57.100.5,vpnext.ferris.edu,1,0,25
141.211.235.33,projects.dpss.umich.edu,1,0,25
141.211.217.35,smtd-www.miserver.it.umich.edu,1,0,25
204.38.89.198,www.sresd.org,1,0,25
141.211.216.209,msetup-ilab.miserver.it.umich.edu,1,0,25
136.228.35.111,www.westottawa.net,1,0,25
198.108.244.59,powerschool.eskymos.com,1,0,25
141.213.58.228,solar2.engin.umich.edu,1,0,25
141.211.217.192,www.studentlife.umich.edu,1,0,25
141.214.253.70,api.msis.med.umich.edu,1,0,25
141.218.145.40,ceas.wmich.edu,1,0,25
141.214.9.154,lvl2.med.umich.edu,1,0,25
141.211.211.197,ipt.lsa.umich.edu,1,0,24
192.122.184.164,a248.e.akamai.net,1,0,24
141.212.113.49,eecs183.org,1,0,24
204.38.0.40,mbg.dexterschools.org,1,0,24
141.211.3.74,www.dsc.umich.edu,1,0,24
204.38.89.156,ps.morrice.k12.mi.us,1,0,24
153.106.195.17,cpscadmin.cs.calvin.edu,1,0,24
141.193.177.207,badstore.darklab.co,1,0,24
141.211.5.122,photos.ath.umich.edu,1,0,24
204.39.94.44,www.dearbornschools.org,1,0,24
147.124.11.138,teach.albion.edu,1,0,24
192.108.188.238,lter.kbs.msu.edu,1,0,24
141.193.178.220,waf11.krauzo.pl,1,0,24
198.110.32.170,www.muskegoncc.edu,1,0,24
173.225.177.197,www.mediag.com,1,0,24
141.193.178.215,waf6.krauzo.pl,1,0,24
141.211.3.23,www.dsc.umich.edu,1,0,24
198.111.181.32,testvpn.med.umich.edu,1,0,24
141.213.58.232,solar4.engin.umich.edu,1,0,24
141.211.7.149,www-personal.umich.edu,1,0,24
141.193.178.161,mobile.mcaneny.biz,1,0,24
141.213.3.76,chezbetty.eecs.umich.edu,1,0,24
207.73.213.76,ps1.chelsea.k12.mi.us,1,0,24
141.193.178.167,api.athena.otp2.vgz.nl,1,0,24
192.108.188.77,lter.kbs.msu.edu,1,0,24
198.109.24.33,www.udmercy.edu,1,0,24
141.213.154.101,vpn.bus.umich.edu,1,0,24
141.211.182.111,*.lsi.umich.edu,1,0,24
141.212.115.78,autograder.io,1,0,24
164.76.7.112,hobo.emich.edu,1,0,24
136.228.36.82,www.tbaisd.k12.mi.us,1,0,24
141.193.178.210,waf2.krauzo.pl,1,0,24
141.213.3.34,plasmapictureoftheday.org,1,0,24
141.212.115.153,autograder.io,1,0,24
141.193.178.170,www.uat-embarkplatform.com,1,0,24
141.193.177.120,tst.mijn.bewuzt.nl,1,0,24
136.228.56.168,www.erpsk12.org,1,0,24
141.211.159.204,referrals.dent.umich.edu,1,0,24
141.211.111.133,www.housing.umich.edu,1,0,24
198.111.176.67,serviceapi.wccnet.edu,1,0,24
136.228.35.100,campus.westottawa.net,1,0,24
66.202.198.91,h5p.davenport.edu,1,0,24
